,Tweeted Date,Tweet Description,Popularity Count
83,2021-05-19,"RT @mag_mina: mina7月号 5/20（木）発売
【表紙】
梅雨が明けたら。／永野芽郁

増田貴久（NEWS）
髙橋海人（King &amp; Prince）
神木隆之介
Fukase（SEKAI NO OWARI）
清水尋也

🔗Amazon：
 https://t.c…",0
84,2021-05-19,"@imajin86 正直、相手が深瀬じゃなければノーダメ…
深瀬ならまさにSEKAI NO OWARI🌋",0
85,2021-05-19,"RT @natalie_mu: 【制作現場レポート】SEKAI NO OWARI、映画「キャラクター」撮影現場で殺人鬼役Fukaseと対面「鳥肌が立ちました」
https://t.co/iLfUAO19Fc

#映画キャラクター #sekainoowari #Fukase #菅…",0
86,2021-05-19,"RT @gian_music_bot: Fight Music / SEKAI NO OWARI

https://t.co/R7oFwIwSL3",0
87,2021-05-19,"RT @thetvjp: SEKAI NO OWARIメンバーが映画「キャラクター」撮影現場訪問！特殊メイクを施されたFukaseに「凄いね！」

#キャラクター #菅田将暉 #Fukase #SEKAINOOWARI #Nakajin #Saori #DJLOVE
@char…",0
89,2021-05-19,"RT @sol_info: 【🏫新曲解禁情報🎶】

明日19日(水)、我が校の""世界始""の講師 SEKAI NO OWARI 先生🌏 [ @SekaiNoOwariOFC ] の新曲『バードマン』を初オンエア🎶🏀

遅刻厳禁でよろしく✋🏫

#SEKAINOOWARI #セカオ…",0
96,2021-05-19,"RT @natalie_mu: 【制作現場レポート】SEKAI NO OWARI、映画「キャラクター」撮影現場で殺人鬼役Fukaseと対面「鳥肌が立ちました」
https://t.co/iLfUAO19Fc

#映画キャラクター #sekainoowari #Fukase #菅…",0
90,2021-05-19,"RT @umusicjapan: SEKAI NO OWARI
『めざまし８』テーマソング
バードマン
˗ˏˋ iTunes予約受付中 ˎˊ˗
https://t.co/ooaASxKRY6

サイン入り🪄LPサイズジャケット 
が当たる特別企画を実施中！

⏰5/19(水)2…",0
91,2021-05-19,"RT @sol_info: 【🏫新曲解禁情報🎶】

明日19日(水)、我が校の""世界始""の講師 SEKAI NO OWARI 先生🌏 [ @SekaiNoOwariOFC ] の新曲『バードマン』を初オンエア🎶🏀

遅刻厳禁でよろしく✋🏫

#SEKAINOOWARI #セカオ…",0
92,2021-05-19,"RT @natalie_mu: 【制作現場レポート】SEKAI NO OWARI、映画「キャラクター」撮影現場で殺人鬼役Fukaseと対面「鳥肌が立ちました」
https://t.co/iLfUAO19Fc

#映画キャラクター #sekainoowari #Fukase #菅…",0
93,2021-05-19,"RT @eigajoho: SEKAI NO OWARIメンバー映画『キャラクター』撮影現場訪問
https://t.co/K4m6indIFi　https://t.co/6He6em0VAq
#キャラクター　
#菅田将暉　
#Fukase　
#セカオワ　
#Saori　
#D…",0
94,2021-05-19,RT @eigacom: 菅田将暉主演「キャラクター」撮影現場を「SEKAI NO OWARI」メンバー訪問！　殺人鬼役のFukaseにSaori「鳥肌が立ちました」 #キャラクター #菅田将暉 #Fukase #SEKAINOOWARI #Saori https://t.co…,0
95,2021-05-19,"RT @mag_mina: mina7月号 5/20（木）発売
【表紙】
梅雨が明けたら。／永野芽郁

増田貴久（NEWS）
髙橋海人（King &amp; Prince）
神木隆之介
Fukase（SEKAI NO OWARI）
清水尋也

🔗Amazon：
 https://t.c…",0
114,2021-05-19,RT @eigacom: 菅田将暉主演「キャラクター」撮影現場を「SEKAI NO OWARI」メンバー訪問！　殺人鬼役のFukaseにSaori「鳥肌が立ちました」 #キャラクター #菅田将暉 #Fukase #SEKAINOOWARI #Saori https://t.co…,0
3,2021-05-21,SEKAI NO OWARIが好きな人RT https://t.co/wxEDU0m3i6,0
116,2021-05-19,"RT @eigajoho: SEKAI NO OWARIメンバー映画『キャラクター』撮影現場訪問
https://t.co/K4m6indIFi　https://t.co/6He6em0VAq
#キャラクター　
#菅田将暉　
#Fukase　
#セカオワ　
#Saori　
#D…",0
141,2021-05-19,umbrella - Covered by YuNi【SEKAI NO OWARI】 https://t.co/rv74OHhSe7 @YouTubeより,0
135,2021-05-19,"RT @natalie_mu: 【制作現場レポート】SEKAI NO OWARI、映画「キャラクター」撮影現場で殺人鬼役Fukaseと対面「鳥肌が立ちました」
https://t.co/iLfUAO19Fc

#映画キャラクター #sekainoowari #Fukase #菅…",0
136,2021-05-19,"SEKAI NO OWARI と Saucy Dog と マカロニえんぴつ と indigo la End のライブ行ってみたい
好きな曲多くてこのアーティスト！っていうのが定まらない😅",0
137,2021-05-19,【定期】SEKAI NO OWARI/RADWIMPS/フジファブリック/クリープハイプ/MAN WITH A MISSION/サカナクション/ONE OK ROCK…邦ロックが大好きです！SOLリスナーです(`･ω･´),0
138,2021-05-19,"RT @mag_mina: mina7月号 5/20（木）発売
【表紙】
梅雨が明けたら。／永野芽郁

増田貴久（NEWS）
髙橋海人（King &amp; Prince）
神木隆之介
Fukase（SEKAI NO OWARI）
清水尋也

🔗Amazon：
 https://t.c…",0
139,2021-05-19,"RT @umusicjapan: SEKAI NO OWARI
『めざまし８』テーマソング
バードマン
˗ˏˋ iTunes予約受付中 ˎˊ˗
https://t.co/ooaASxKRY6

サイン入り🪄LPサイズジャケット 
が当たる特別企画を実施中！

⏰5/19(水)2…",0
140,2021-05-19,RT @eigacom: 菅田将暉主演「キャラクター」撮影現場を「SEKAI NO OWARI」メンバー訪問！　殺人鬼役のFukaseにSaori「鳥肌が立ちました」 #キャラクター #菅田将暉 #Fukase #SEKAINOOWARI #Saori https://t.co…,0
142,2021-05-19,"RT @eigajoho: SEKAI NO OWARIメンバー映画『キャラクター』撮影現場訪問
https://t.co/K4m6indIFi　https://t.co/6He6em0VAq
#キャラクター　
#菅田将暉　
#Fukase　
#セカオワ　
#Saori　
#D…",0
117,2021-05-19,"RT @eigajoho: SEKAI NO OWARIメンバー映画『キャラクター』撮影現場訪問
https://t.co/K4m6indIFi　https://t.co/6He6em0VAq
#キャラクター　
#菅田将暉　
#Fukase　
#セカオワ　
#Saori　
#D…",0
143,2021-05-19,"RT @sol_info: 【🏫新曲解禁情報🎶】

明日19日(水)、我が校の""世界始""の講師 SEKAI NO OWARI 先生🌏 [ @SekaiNoOwariOFC ] の新曲『バードマン』を初オンエア🎶🏀

遅刻厳禁でよろしく✋🏫

#SEKAINOOWARI #セカオ…",0
144,2021-05-19,"9. 인생노래
순위는 못매기고 나열하자면
어제를 잘살지 못한 우리는 오늘도 잘 살아갈 수 없어, 수꽃의 눈물, 진흙 속에 피다, radwimps-꿈 번지,Sekai no owari-Dragon Night,G… https://t.co/IbYSmgL8TH",0
145,2021-05-19,"RT @umusicjapan: SEKAI NO OWARI
『めざまし８』テーマソング
バードマン
˗ˏˋ iTunes予約受付中 ˎˊ˗
https://t.co/ooaASxKRY6

サイン入り🪄LPサイズジャケット 
が当たる特別企画を実施中！

⏰5/19(水)2…",0
146,2021-05-19,amazarashi/ASIAN KUNG-FU GENERATION/BIGMAMA/BUMP OF CHICKEN/[Champagne]/Dirty Old Men/the HIATUS/People In The Box/… https://t.co/SJfRgH9nYo,0
147,2021-05-19,"RT @sol_info: 【🏫新曲解禁情報🎶】

明日19日(水)、我が校の""世界始""の講師 SEKAI NO OWARI 先生🌏 [ @SekaiNoOwariOFC ] の新曲『バードマン』を初オンエア🎶🏀

遅刻厳禁でよろしく✋🏫

#SEKAINOOWARI #セカオ…",0
148,2021-05-19,"RT @mag_mina: mina7月号 5/20（木）発売
【表紙】
梅雨が明けたら。／永野芽郁

増田貴久（NEWS）
髙橋海人（King &amp; Prince）
神木隆之介
Fukase（SEKAI NO OWARI）
清水尋也

🔗Amazon：
 https://t.c…",0
134,2021-05-19,"RT @mag_mina: mina7月号 5/20（木）発売
【表紙】
梅雨が明けたら。／永野芽郁

増田貴久（NEWS）
髙橋海人（King &amp; Prince）
神木隆之介
Fukase（SEKAI NO OWARI）
清水尋也

🔗Amazon：
 https://t.c…",0
133,2021-05-19,"RT @mag_mina: mina7月号 5/20（木）発売
【表紙】
梅雨が明けたら。／永野芽郁

増田貴久（NEWS）
髙橋海人（King &amp; Prince）
神木隆之介
Fukase（SEKAI NO OWARI）
清水尋也

🔗Amazon：
 https://t.c…",0
132,2021-05-19,"RT @sol_info: 【🏫新曲解禁情報🎶】

明日19日(水)、我が校の""世界始""の講師 SEKAI NO OWARI 先生🌏 [ @SekaiNoOwariOFC ] の新曲『バードマン』を初オンエア🎶🏀

遅刻厳禁でよろしく✋🏫

#SEKAINOOWARI #セカオ…",0
131,2021-05-19,"RT @sol_info: 【🏫新曲解禁情報🎶】

明日19日(水)、我が校の""世界始""の講師 SEKAI NO OWARI 先生🌏 [ @SekaiNoOwariOFC ] の新曲『バードマン』を初オンエア🎶🏀

遅刻厳禁でよろしく✋🏫

#SEKAINOOWARI #セカオ…",0
130,2021-05-19,"RT @mag_mina: mina7月号 5/20（木）発売
【表紙】
梅雨が明けたら。／永野芽郁

増田貴久（NEWS）
髙橋海人（King &amp; Prince）
神木隆之介
Fukase（SEKAI NO OWARI）
清水尋也

🔗Amazon：
 https://t.c…",0
129,2021-05-19,#Nowplaying ムーンライトステーション - SEKAI NO OWARI,0
128,2021-05-19,"RT @sol_info: 【🏫新曲解禁情報🎶】

明日19日(水)、我が校の""世界始""の講師 SEKAI NO OWARI 先生🌏 [ @SekaiNoOwariOFC ] の新曲『バードマン』を初オンエア🎶🏀

遅刻厳禁でよろしく✋🏫

#SEKAINOOWARI #セカオ…",0
127,2021-05-19,"RT @natalie_mu: 【制作現場レポート】SEKAI NO OWARI、映画「キャラクター」撮影現場で殺人鬼役Fukaseと対面「鳥肌が立ちました」
https://t.co/iLfUAO19Fc

#映画キャラクター #sekainoowari #Fukase #菅…",0
126,2021-05-19,"RT @modelpress: SEKAI NO OWARI、初演技に挑戦するFukaseの撮影現場に訪問「鳥肌が立ちました」

@fromsekaowa @saori_skow @character2021 #キャラクター

▼写真・コメントはこちら

https://t.c…",0
125,2021-05-19,RT @eigacom: 菅田将暉主演「キャラクター」撮影現場を「SEKAI NO OWARI」メンバー訪問！　殺人鬼役のFukaseにSaori「鳥肌が立ちました」 #キャラクター #菅田将暉 #Fukase #SEKAINOOWARI #Saori https://t.co…,0
124,2021-05-19,"RT @mag_mina: mina7月号 5/20（木）発売
【表紙】
梅雨が明けたら。／永野芽郁

増田貴久（NEWS）
髙橋海人（King &amp; Prince）
神木隆之介
Fukase（SEKAI NO OWARI）
清水尋也

🔗Amazon：
 https://t.c…",0
123,2021-05-19,"RT @mag_mina: mina7月号 5/20（木）発売
【表紙】
梅雨が明けたら。／永野芽郁

増田貴久（NEWS）
髙橋海人（King &amp; Prince）
神木隆之介
Fukase（SEKAI NO OWARI）
清水尋也

🔗Amazon：
 https://t.c…",0
122,2021-05-19,"RT @umusicjapan: SEKAI NO OWARI
『めざまし８』テーマソング
バードマン
˗ˏˋ iTunes予約受付中 ˎˊ˗
https://t.co/ooaASxKRY6

サイン入り🪄LPサイズジャケット 
が当たる特別企画を実施中！

⏰5/19(水)2…",0
121,2021-05-19,"RT @thetvjp: SEKAI NO OWARIメンバーが映画「キャラクター」撮影現場訪問！特殊メイクを施されたFukaseに「凄いね！」

#キャラクター #菅田将暉 #Fukase #SEKAINOOWARI #Nakajin #Saori #DJLOVE
@char…",0
120,2021-05-19,最近SEKAI NO OWARIのエデンが好き,0
119,2021-05-19,"RT @sol_info: 【🏫新曲解禁情報🎶】

明日19日(水)、我が校の""世界始""の講師 SEKAI NO OWARI 先生🌏 [ @SekaiNoOwariOFC ] の新曲『バードマン』を初オンエア🎶🏀

遅刻厳禁でよろしく✋🏫

#SEKAINOOWARI #セカオ…",0
118,2021-05-19,銀魂/ONEPIECE/鋼の錬金術師/進撃の巨人/べるぜバブ/めだかボックス/ソウルイーター/男子高校生の日常/日常/FUNKY MONKEY BABYS/SEKAI NO OWARI/Sonar Pocket/パズドラ/Clas… https://t.co/FhNz0dViPh,0
81,2021-05-19,"RT @mag_mina: mina7月号 5/20（木）発売
【表紙】
梅雨が明けたら。／永野芽郁

増田貴久（NEWS）
髙橋海人（King &amp; Prince）
神木隆之介
Fukase（SEKAI NO OWARI）
清水尋也

🔗Amazon：
 https://t.c…",0
79,2021-05-19,"RT @sol_info: 【🏫新曲解禁情報🎶】

明日19日(水)、我が校の""世界始""の講師 SEKAI NO OWARI 先生🌏 [ @SekaiNoOwariOFC ] の新曲『バードマン』を初オンエア🎶🏀

遅刻厳禁でよろしく✋🏫

#SEKAINOOWARI #セカオ…",0
10,2021-05-21,"RT @Dai_Ikeda: SEKAI NO OWARI『バードマン』MVを監督しました。
この曲を初めて聴かせてもらったとき
彼らがずっと大切にしてきたものを映像にしたいと思いました。
日常は、こんなにも愛おしくて眩しいんだ。

ぜひ最初から最後までみてほしいです。

ht…",0
35,2021-05-19,"언제부터 밤하늘의 별빛들을
알아차리지 못하게 된 걸까
花鳥風月(화조풍월) - sekai no owari",0
29,2021-05-19,"RT @sol_info: 【🏫新曲解禁情報🎶】

明日19日(水)、我が校の""世界始""の講師 SEKAI NO OWARI 先生🌏 [ @SekaiNoOwariOFC ] の新曲『バードマン』を初オンエア🎶🏀

遅刻厳禁でよろしく✋🏫

#SEKAINOOWARI #セカオ…",0
30,2021-05-19,"RT @modelpress: SEKAI NO OWARI、初演技に挑戦するFukaseの撮影現場に訪問「鳥肌が立ちました」

@fromsekaowa @saori_skow @character2021 #キャラクター

▼写真・コメントはこちら

https://t.c…",0
31,2021-05-19,"眠れない僕たちは いつも夢のなか 

太陽が沈む頃僕らはまた一人だね 

僕の一つの願いは綺麗な星空に 

また消えていくんだ 
【スターライトパレード／SEKAI NO OWARI】 https://t.co/zQXNLyyYet",0
32,2021-05-19,"RT @natalie_mu: 【制作現場レポート】SEKAI NO OWARI、映画「キャラクター」撮影現場で殺人鬼役Fukaseと対面「鳥肌が立ちました」
https://t.co/iLfUAO19Fc

#映画キャラクター #sekainoowari #Fukase #菅…",0
33,2021-05-19,RT @eigacom: 菅田将暉主演「キャラクター」撮影現場を「SEKAI NO OWARI」メンバー訪問！　殺人鬼役のFukaseにSaori「鳥肌が立ちました」 #キャラクター #菅田将暉 #Fukase #SEKAINOOWARI #Saori https://t.co…,0
34,2021-05-19,"RT @sol_info: 【🏫新曲解禁情報🎶】

明日19日(水)、我が校の""世界始""の講師 SEKAI NO OWARI 先生🌏 [ @SekaiNoOwariOFC ] の新曲『バードマン』を初オンエア🎶🏀

遅刻厳禁でよろしく✋🏫

#SEKAINOOWARI #セカオ…",0
36,2021-05-19,"RT @meron_sekaowa: 【定期】
フォロワーさん増やしたいです♪
セカオ輪さん繋がりましょー？
#セカオ輪さん
#RTした人全員フォロー
#SEKAI NO OWARI
#セカオワ好きな人RT
#相互希望
RTしてくれたら100%フォローします(ﾉ)'ω`(ヾ)",0
27,2021-05-19,"April 30,2005　Our child became the phantom.　We named ‘the life of phantom’,TSUKUSHI.　It was a night with the red mo… https://t.co/zhLCggoq5u",0
37,2021-05-19,"RT @mrvampirejp: SEKAI NO OWARI・Fukase が殺人鬼を演じる映画「キャラクター」の撮影現場を、セカオワの他メンバー3人が訪れた際のオフショットが公開された。映画は6月11日公開予定で、現在オフィシャルガイドブックが予約受付中。

🔽詳細はこちら…",0
38,2021-05-19,"RT @mag_mina: mina7月号 5/20（木）発売
【表紙】
梅雨が明けたら。／永野芽郁

増田貴久（NEWS）
髙橋海人（King &amp; Prince）
神木隆之介
Fukase（SEKAI NO OWARI）
清水尋也

🔗Amazon：
 https://t.c…",0
8,2021-05-21,"RT @Dai_Ikeda: SEKAI NO OWARI『バードマン』MVを監督しました。
この曲を初めて聴かせてもらったとき
彼らがずっと大切にしてきたものを映像にしたいと思いました。
日常は、こんなにも愛おしくて眩しいんだ。

ぜひ最初から最後までみてほしいです。

ht…",0
40,2021-05-19,"SEKAI NO OWARI「スターライトハ?レート?」from SHOW DVD『ARENA TOUR 2013「ENTERTAINMENT」in 国立代々木第一体育館』 

https://t.co/hfeNPCGVFi",0
41,2021-05-19,"RT @mag_mina: mina7月号 5/20（木）発売
【表紙】
梅雨が明けたら。／永野芽郁

増田貴久（NEWS）
髙橋海人（King &amp; Prince）
神木隆之介
Fukase（SEKAI NO OWARI）
清水尋也

🔗Amazon：
 https://t.c…",0
42,2021-05-19,"RT @mag_mina: mina7月号 5/20（木）発売
【表紙】
梅雨が明けたら。／永野芽郁

増田貴久（NEWS）
髙橋海人（King &amp; Prince）
神木隆之介
Fukase（SEKAI NO OWARI）
清水尋也

🔗Amazon：
 https://t.c…",0
28,2021-05-19,【定期】WEAVER/BUMP OF CHICKEN//flumpool/SEKAI NO OWARI/NICO Touches the Walls/SPYAIR/…1つでも合う方フォローして下さい（*^^*）,0
26,2021-05-19,"RT @mag_mina: mina7月号 5/20（木）発売
【表紙】
梅雨が明けたら。／永野芽郁

増田貴久（NEWS）
髙橋海人（King &amp; Prince）
神木隆之介
Fukase（SEKAI NO OWARI）
清水尋也

🔗Amazon：
 https://t.c…",0
78,2021-05-19,"RT @mag_mina: mina7月号 5/20（木）発売
【表紙】
梅雨が明けたら。／永野芽郁

増田貴久（NEWS）
髙橋海人（King &amp; Prince）
神木隆之介
Fukase（SEKAI NO OWARI）
清水尋也

🔗Amazon：
 https://t.c…",0
17,2021-05-19,"SEKAI NO OWARI  2
 #猫舌SHOWROOM https://t.co/lO1F5zVVDT",0
11,2021-05-21,"RT @MGA_1733_: ファンタジー / SEKAI NO OWARI

途中までできた。 https://t.co/eX62xFD00z",0
12,2021-05-21,"RT @SekaiNoOwariOFC: 本日19時より「バードマン」MUSIC VIDEO全編が
YouTube “SEKAI NO OWARI official channel” にて公開🎬

https://t.co/x1mc6yBl13",0
13,2021-05-21,"RT @iTunesRankingJP: https://t.co/M6OkGOkmQv 
2021-05-21 09:00
[1] きみとなら / B'z
[2] なないろ / BUMP OF CHICKEN
[3] バードマン / SEKAI NO OWARI
[4] もう…",0
14,2021-05-21,"RT @bell_sekaino: どんな日々も、なんとか繋げてきたから。

SEKAI NO OWARI「バードマン」 https://t.co/j3z94AnsBg @YouTubeより",0
15,2021-05-19,RT @eigacom: 菅田将暉主演「キャラクター」撮影現場を「SEKAI NO OWARI」メンバー訪問！　殺人鬼役のFukaseにSaori「鳥肌が立ちました」 #キャラクター #菅田将暉 #Fukase #SEKAINOOWARI #Saori https://t.co…,0
16,2021-05-19,"RT @cinemalife_web: 映画『キャラクター』撮影現場を訪問したSEKAI NO OWARIメンバーに菅田将暉「家族感ありますね」

✨撮影現場で見せたFukaseのたたずまいにSaori「鳥肌が立ちました」

▶ https://t.co/Czs9n74i9G…",0
18,2021-05-19,"RT @natalie_mu: 【制作現場レポート】SEKAI NO OWARI、映画「キャラクター」撮影現場で殺人鬼役Fukaseと対面「鳥肌が立ちました」
https://t.co/iLfUAO19Fc

#映画キャラクター #sekainoowari #Fukase #菅…",0
25,2021-05-19,"RT @mag_mina: mina7月号 5/20（木）発売
【表紙】
梅雨が明けたら。／永野芽郁

増田貴久（NEWS）
髙橋海人（King &amp; Prince）
神木隆之介
Fukase（SEKAI NO OWARI）
清水尋也

🔗Amazon：
 https://t.c…",0
19,2021-05-19,RT @eigacom: 菅田将暉主演「キャラクター」撮影現場を「SEKAI NO OWARI」メンバー訪問！　殺人鬼役のFukaseにSaori「鳥肌が立ちました」 #キャラクター #菅田将暉 #Fukase #SEKAINOOWARI #Saori https://t.co…,0
20,2021-05-19,「人間と人間以外の生物の戦争」とは、世界中が「知っている」のに世界中が「感じない」戦争である 　by SEKAI NO OWARI,0
21,2021-05-19,"RT @sol_info: 【🏫新曲解禁情報🎶】

明日19日(水)、我が校の""世界始""の講師 SEKAI NO OWARI 先生🌏 [ @SekaiNoOwariOFC ] の新曲『バードマン』を初オンエア🎶🏀

遅刻厳禁でよろしく✋🏫

#SEKAINOOWARI #セカオ…",0
22,2021-05-19,"RT @sol_info: 【🏫新曲解禁情報🎶】

明日19日(水)、我が校の""世界始""の講師 SEKAI NO OWARI 先生🌏 [ @SekaiNoOwariOFC ] の新曲『バードマン』を初オンエア🎶🏀

遅刻厳禁でよろしく✋🏫

#SEKAINOOWARI #セカオ…",0
23,2021-05-19,"RT @sol_info: 【🏫新曲解禁情報🎶】

明日19日(水)、我が校の""世界始""の講師 SEKAI NO OWARI 先生🌏 [ @SekaiNoOwariOFC ] の新曲『バードマン』を初オンエア🎶🏀

遅刻厳禁でよろしく✋🏫

#SEKAINOOWARI #セカオ…",0
24,2021-05-19,SEKAI NO OWARIが好きな人RT https://t.co/ytYdyA1XSy,0
43,2021-05-19,"RT @modelpress: SEKAI NO OWARI、初演技に挑戦するFukaseの撮影現場に訪問「鳥肌が立ちました」

@fromsekaowa @saori_skow @character2021 #キャラクター

▼写真・コメントはこちら

https://t.c…",0
