,Tweeted Date,Tweet Description,Popularity Count
97,2021-05-12 04:16:18,"RT @ajummabakorea: การย้ายออกจากค่ายที่เป็นตำนาน สถานการณ์ปัจจุบันของก็อตเซเว่นที่เปลี่ยนค่าย from JYP
เจบีที่เซ็นสัญญากับ H1GHR music เป็น…",0
92,2021-05-12 04:16:29,"RT @keitadj3: SBS x JYP x PSY「LOUD」、次世代グローバルボーイズグループ誕生プロジェクト 6月5日午後9時初放送

既存のオーディション番組が注目したダンス・歌だけでなく、作詞・作曲・楽器・編曲・美術・舞踊など多岐に芸術的な才能を持った参加者を発…",0
95,2021-05-12 04:16:21,"RT @ajummabakorea: การย้ายออกจากค่ายที่เป็นตำนาน สถานการณ์ปัจจุบันของก็อตเซเว่นที่เปลี่ยนค่าย from JYP
เจบีที่เซ็นสัญญากับ H1GHR music เป็น…",0
94,2021-05-12 04:16:22,"kapag hindi pa bumalik si hyunjin bago mag end kd,,, jyp kabahan ka na,,, i'm under your bed",0
93,2021-05-12 04:16:25,"RT @mochicks_: CB: Today we have 2 important guests
Chan: That's right, it's the first time we've ever met each other

Han(?): Welcome to J…",0
110,2021-05-12 04:15:56,"RT @ajummabakorea: การย้ายออกจากค่ายที่เป็นตำนาน สถานการณ์ปัจจุบันของก็อตเซเว่นที่เปลี่ยนค่าย from JYP
เจบีที่เซ็นสัญญากับ H1GHR music เป็น…",0
91,2021-05-12 04:16:32,"RT @ajummabakorea: การย้ายออกจากค่ายที่เป็นตำนาน สถานการณ์ปัจจุบันของก็อตเซเว่นที่เปลี่ยนค่าย from JYP
เจบีที่เซ็นสัญญากับ H1GHR music เป็น…",0
90,2021-05-12 04:16:35,"RT @ajummabakorea: การย้ายออกจากค่ายที่เป็นตำนาน สถานการณ์ปัจจุบันของก็อตเซเว่นที่เปลี่ยนค่าย from JYP
เจบีที่เซ็นสัญญากับ H1GHR music เป็น…",0
89,2021-05-12 04:16:45,RT @gotseunnie: jyp just had to be there https://t.co/k6VZ8KjuIn,0
88,2021-05-12 04:16:46,"RT @ajummabakorea: การย้ายออกจากค่ายที่เป็นตำนาน สถานการณ์ปัจจุบันของก็อตเซเว่นที่เปลี่ยนค่าย from JYP
เจบีที่เซ็นสัญญากับ H1GHR music เป็น…",0
87,2021-05-12 04:16:47,"RT @jehaislesroses: трирача подбили хонджуна и минхёка пропеть их заказы в JYP Soul Cup, но когда очередь дошла до джисона, он просто сказа…",0
86,2021-05-12 04:16:49,RT @baambloo: The anti jyp sunbaes https://t.co/0lrDTFcbx1,0
85,2021-05-12 04:17:00,RT @MBT4237: ตอนที่วงหมดสัญญาไม่เคยเสียใจเลยที่ GOT7 ออกจาก JYP แต่เสียใจที่ทุกคนต้องแยกย้ายกัน แต่ตอนนี้บอกเลยว่าโอเคมากๆ เพราะทั้ง 7 คนทำ…,0
83,2021-05-12 04:17:02,"RT @jehaislesroses: трирача подбили хонджуна и минхёка пропеть их заказы в JYP Soul Cup, но когда очередь дошла до джисона, он просто сказа…",0
82,2021-05-12 04:17:07,RT @flowers8m: 11日、所属事務所のJYPエンターテインメントによると、新曲は涼しい夏の雰囲気(清涼感)に似合う曲で、最近、済州でMVの撮影を終えた。 順次公開されたティーザーイメージでも、多彩な色合いの果物とカクテルを通じてTWICEならではの魅力を強調し、ファ…,0
81,2021-05-12 04:17:10,RT @NE0SKZATZ: i just know jyp ‘s mad https://t.co/7Wa93uCkSQ,0
109,2021-05-12 04:15:58,"@NCTDreamINA 2-3 kadang dari channel jyp, nct dream selain sm pokoknya",0
112,2021-05-12 04:15:55,RT @MBT4237: ตอนที่วงหมดสัญญาไม่เคยเสียใจเลยที่ GOT7 ออกจาก JYP แต่เสียใจที่ทุกคนต้องแยกย้ายกัน แต่ตอนนี้บอกเลยว่าโอเคมากๆ เพราะทั้ง 7 คนทำ…,0
111,2021-05-12 04:15:55,"RT @ajummabakorea: การย้ายออกจากค่ายที่เป็นตำนาน สถานการณ์ปัจจุบันของก็อตเซเว่นที่เปลี่ยนค่าย from JYP
เจบีที่เซ็นสัญญากับ H1GHR music เป็น…",0
138,2021-05-12 04:14:30,RT @reravare: โปส H1GHR            VS            โปสทีมสอง(JYP) https://t.co/kus1vmf1bo,0
131,2021-05-12 04:14:49,"RT @ajummabakorea: การย้ายออกจากค่ายที่เป็นตำนาน สถานการณ์ปัจจุบันของก็อตเซเว่นที่เปลี่ยนค่าย from JYP
เจบีที่เซ็นสัญญากับ H1GHR music เป็น…",0
132,2021-05-12 04:14:45,"RT @mochicks_: CB: Today we have 2 important guests
Chan: That's right, it's the first time we've ever met each other

Han(?): Welcome to J…",0
133,2021-05-12 04:14:45,"RT @YUNH0E: hongjoong and minhyuk came together to go to the jyp cafe,, they're the cutest 🥺 https://t.co/alsK05HoOb",0
135,2021-05-12 04:14:38,"RT @ajummabakorea: การย้ายออกจากค่ายที่เป็นตำนาน สถานการณ์ปัจจุบันของก็อตเซเว่นที่เปลี่ยนค่าย from JYP
เจบีที่เซ็นสัญญากับ H1GHR music เป็น…",0
136,2021-05-12 04:14:35,RT @NE0SKZATZ: i just know jyp ‘s mad https://t.co/7Wa93uCkSQ,0
137,2021-05-12 04:14:31,"RT @mochicks_: CB: Today we have 2 important guests
Chan: That's right, it's the first time we've ever met each other

Han(?): Welcome to J…",0
140,2021-05-12 04:14:29,RT @julianquintanat: Otra buena noticia para víctimas de @Unimagdalena. Adán Rojas coautor del asesinato de Roque Morelli acabó de aceptar…,0
129,2021-05-12 04:14:55,RT @MBT4237: ตอนที่วงหมดสัญญาไม่เคยเสียใจเลยที่ GOT7 ออกจาก JYP แต่เสียใจที่ทุกคนต้องแยกย้ายกัน แต่ตอนนี้บอกเลยว่าโอเคมากๆ เพราะทั้ง 7 คนทำ…,0
142,2021-05-12 04:14:27,"RT @Greeeeenseven: new milestone for Jaebeom!
 
2009 - jyp audition 
Jan 2012 - acting debut Dream High 2 
May 2012 - JJ Project debut 
Jan…",0
143,2021-05-12 04:14:25,"RT @ajummabakorea: การย้ายออกจากค่ายที่เป็นตำนาน สถานการณ์ปัจจุบันของก็อตเซเว่นที่เปลี่ยนค่าย from JYP
เจบีที่เซ็นสัญญากับ H1GHR music เป็น…",0
144,2021-05-12 04:14:23,RT @MBT4237: ตอนที่วงหมดสัญญาไม่เคยเสียใจเลยที่ GOT7 ออกจาก JYP แต่เสียใจที่ทุกคนต้องแยกย้ายกัน แต่ตอนนี้บอกเลยว่าโอเคมากๆ เพราะทั้ง 7 คนทำ…,0
146,2021-05-12 04:14:17,RT @reravare: โปส H1GHR            VS            โปสทีมสอง(JYP) https://t.co/kus1vmf1bo,0
147,2021-05-12 04:14:01,RT @MBT4237: ตอนที่วงหมดสัญญาไม่เคยเสียใจเลยที่ GOT7 ออกจาก JYP แต่เสียใจที่ทุกคนต้องแยกย้ายกัน แต่ตอนนี้บอกเลยว่าโอเคมากๆ เพราะทั้ง 7 คนทำ…,0
148,2021-05-12 04:13:54,"RT @YUNH0E: hongjoong and minhyuk came together to go to the jyp cafe,, they're the cutest 🥺 https://t.co/alsK05HoOb",0
130,2021-05-12 04:14:53,"RT @ajummabakorea: การย้ายออกจากค่ายที่เป็นตำนาน สถานการณ์ปัจจุบันของก็อตเซเว่นที่เปลี่ยนค่าย from JYP
เจบีที่เซ็นสัญญากับ H1GHR music เป็น…",0
128,2021-05-12 04:14:55,"RT @hongsantopia: 210511 in tinytown: 

woojoong vlive
san selcas on twt &amp; fc
ateez mini log #30 on fc
ateez logbook #60 on yt
hong at jyp…",0
79,2021-05-12 04:17:13,"RT @chanxvoid: os 3racha convenceram o minhyuk é o hongjoong de que pra fazer fazer pedido na cafeteira da jyp precisava ser cantando, entã…",0
119,2021-05-12 04:15:29,RT @baambloo: The anti jyp sunbaes https://t.co/0lrDTFcbx1,0
113,2021-05-12 04:15:50,"RT @ajummabakorea: การย้ายออกจากค่ายที่เป็นตำนาน สถานการณ์ปัจจุบันของก็อตเซเว่นที่เปลี่ยนค่าย from JYP
เจบีที่เซ็นสัญญากับ H1GHR music เป็น…",0
114,2021-05-12 04:15:44,RT @bread0ugh: เมื่อก่อนน้องจองอินจะโดนเรียกว่า devil เพราะเวลายิ้มแล้วไม่เห็นตาขาว คือตาดำน้องใหญ่ แต่ตอนนี้สเตย์บอกว่าเหมือนนางฟ้า แง เอ็…,0
115,2021-05-12 04:15:41,"RT @mickeykhun: チャンソンのJYP社屋サラダモッパン第2弾に、Color Boxさんが字幕を付けて下さってます。テクとのやりとりが切れた箇所までですが、面白いし、ありがたい🙏

https://t.co/JvHqQ7Gtx8",0
116,2021-05-12 04:15:37,RT @reravare: โปส H1GHR            VS            โปสทีมสอง(JYP) https://t.co/kus1vmf1bo,0
117,2021-05-12 04:15:37,"RT @shindonggevn: lmao sriracaha met minhyuk and hongjoong in jyp's cafe and they said ""you need to sing while ordering here"" so minhyuk an…",0
118,2021-05-12 04:15:31,RT @NE0SKZATZ: i just know jyp ‘s mad https://t.co/7Wa93uCkSQ,0
120,2021-05-12 04:15:27,RT @MBT4237: ตอนที่วงหมดสัญญาไม่เคยเสียใจเลยที่ GOT7 ออกจาก JYP แต่เสียใจที่ทุกคนต้องแยกย้ายกัน แต่ตอนนี้บอกเลยว่าโอเคมากๆ เพราะทั้ง 7 คนทำ…,0
127,2021-05-12 04:15:03,"RT @ajummabakorea: การย้ายออกจากค่ายที่เป็นตำนาน สถานการณ์ปัจจุบันของก็อตเซเว่นที่เปลี่ยนค่าย from JYP
เจบีที่เซ็นสัญญากับ H1GHR music เป็น…",0
121,2021-05-12 04:15:26,"RT @mochicks_: CB: Today we have 2 important guests
Chan: That's right, it's the first time we've ever met each other

Han(?): Welcome to J…",0
122,2021-05-12 04:15:19,"RT @ajummabakorea: การย้ายออกจากค่ายที่เป็นตำนาน สถานการณ์ปัจจุบันของก็อตเซเว่นที่เปลี่ยนค่าย from JYP
เจบีที่เซ็นสัญญากับ H1GHR music เป็น…",0
123,2021-05-12 04:15:19,RT @Donaldae: อันนี้ตลกอ่ะ 555555  https://t.co/nSvisihGpm,0
124,2021-05-12 04:15:18,RT @gotseunnie: jyp just had to be there https://t.co/k6VZ8KjuIn,0
125,2021-05-12 04:15:17,"RT @ILY_aussie: Чанбин заказал для всех напитки в JYP Soul Cup, но сказал ребятам озвучить свои заказы через песню и Минхёк с Хонджуном исп…",0
126,2021-05-12 04:15:07,"RT @YUNH0E: hongjoong and minhyuk came together to go to the jyp cafe,, they're the cutest 🥺 https://t.co/alsK05HoOb",0
80,2021-05-12 04:17:12,"RT @ajummabakorea: การย้ายออกจากค่ายที่เป็นตำนาน สถานการณ์ปัจจุบันของก็อตเซเว่นที่เปลี่ยนค่าย from JYP
เจบีที่เซ็นสัญญากับ H1GHR music เป็น…",0
75,2021-05-12 04:17:30,RT @baambloo: The anti jyp sunbaes https://t.co/0lrDTFcbx1,0
78,2021-05-12 04:17:16,"RT @ajummabakorea: การย้ายออกจากค่ายที่เป็นตำนาน สถานการณ์ปัจจุบันของก็อตเซเว่นที่เปลี่ยนค่าย from JYP
เจบีที่เซ็นสัญญากับ H1GHR music เป็น…",0
27,2021-05-12 04:19:21,"""JYP, 내 말 들려!!!!"" (로빈)",0
21,2021-05-12 04:19:40,RT @MBT4237: ตอนที่วงหมดสัญญาไม่เคยเสียใจเลยที่ GOT7 ออกจาก JYP แต่เสียใจที่ทุกคนต้องแยกย้ายกัน แต่ตอนนี้บอกเลยว่าโอเคมากๆ เพราะทั้ง 7 คนทำ…,0
22,2021-05-12 04:19:37,"RT @FEVERHYPE: no es por nada pero veo a este jungwon con el piano y me acuerdo de jyp 😭
 https://t.co/EW9sbeQ2XT",0
23,2021-05-12 04:19:33,"RT @YUNH0E: hongjoong and minhyuk came together to go to the jyp cafe,, they're the cutest 🥺 https://t.co/alsK05HoOb",0
24,2021-05-12 04:19:32,"RT @chanieelix: It’s been 76 days without hyunjin. DID YOU HEAR THAT...... 76 FUCKING DAYS😭 JYP IM GONNA KILL YOU 

#JYPE_Bring_Hyunjin_Bac…",0
25,2021-05-12 04:19:30,"RT @BTOBMelody95: ทำไมไม่มีใครบอกพี่มินฮยอก บีทูบี กันเลยว่า
จะใส่ธีมดำ 55555 ปกติพี่มินอยู่กับบีทูบีพี่ก็เป็น
คนเดียวที่ใส่ชุดไม่เข้าธีมกั…",0
26,2021-05-12 04:19:28,"RT @ajummabakorea: การย้ายออกจากค่ายที่เป็นตำนาน สถานการณ์ปัจจุบันของก็อตเซเว่นที่เปลี่ยนค่าย from JYP
เจบีที่เซ็นสัญญากับ H1GHR music เป็น…",0
28,2021-05-12 04:19:21,"RT @YUNH0E: hongjoong and minhyuk came together to go to the jyp cafe,, they're the cutest 🥺 https://t.co/alsK05HoOb",0
19,2021-05-12 04:19:43,kpop stans these days will never understand the struggle of jyp artists not being on spotify,0
29,2021-05-12 04:19:17,JYPまたなんかやるのか！普通に面白そう〜〜🥺日本でも放送されるといいな,0
30,2021-05-12 04:19:16,"RT @BTOBMelody95: ทำไมไม่มีใครบอกพี่มินฮยอก บีทูบี กันเลยว่า
จะใส่ธีมดำ 55555 ปกติพี่มินอยู่กับบีทูบีพี่ก็เป็น
คนเดียวที่ใส่ชุดไม่เข้าธีมกั…",0
31,2021-05-12 04:19:15,"RT @BTOBMelody95: ทำไมไม่มีใครบอกพี่มินฮยอก บีทูบี กันเลยว่า
จะใส่ธีมดำ 55555 ปกติพี่มินอยู่กับบีทูบีพี่ก็เป็น
คนเดียวที่ใส่ชุดไม่เข้าธีมกั…",0
32,2021-05-12 04:19:12,RT @skzvana: 3Racha convinced Ateez Hongjoong and BtoB Minhyuk into singing their orders at JYP Soul Cup but didn't do it themselves xD #Ki…,0
33,2021-05-12 04:19:11,"RT @Defgr8: อกซ.หลายคนเต๊าะ JPARK ceo ค่าย AOMG, H1GHR แล้วแบบ อกซ. ไม่ไปเต๊าะ CEO ค่าย JYP บ้างหรอ??? 55555555555555555555555 🤢",0
34,2021-05-12 04:19:10,"RT @ajummabakorea: การย้ายออกจากค่ายที่เป็นตำนาน สถานการณ์ปัจจุบันของก็อตเซเว่นที่เปลี่ยนค่าย from JYP
เจบีที่เซ็นสัญญากับ H1GHR music เป็น…",0
20,2021-05-12 04:19:41,"RT @BTOBMelody95: พี่มินบอกรู้จักลีโนวสตค.นานแล้ว พี่มาหาถึง JYP เลยนะ
ทำความรู้จัก #StrayKids #BTOB น้องชางบิน ฮัน 
เป็นแฟนคลับบีทูบีกับมิ…",0
18,2021-05-12 04:19:43,"RT @ajummabakorea: การย้ายออกจากค่ายที่เป็นตำนาน สถานการณ์ปัจจุบันของก็อตเซเว่นที่เปลี่ยนค่าย from JYP
เจบีที่เซ็นสัญญากับ H1GHR music เป็น…",0
36,2021-05-12 04:19:09,"RT @chanxvoid: os 3racha convenceram o minhyuk é o hongjoong de que pra fazer fazer pedido na cafeteira da jyp precisava ser cantando, entã…",0
9,2021-05-13 22:59:35,"RT @shmesm2: minho seungmin ‘my house’ feat young k 😄

(with 2pm at jyp nation concert when 😭)
https://t.co/4ih0Xbh9Ih https://t.co/kdASr9E…",0
3,2021-05-13 23:00:01,RT @leilqvs: @spearhyunnie PLEASE HIADSGHFODF CHAN IS THE SON OF JYP AUTOTUNE https://t.co/rVwdQ5GFg9,0
4,2021-05-13 22:59:53,jyp eh tao ligada a dança???? ótimos dançarinos e lia,0
5,2021-05-13 22:59:46,RT @satorudef: LÁ VEM ELE 🏃‍♂️🏃‍♂️🏃‍♂️LIM JAEBEOM SAIU DA JYP TÁ VOLTANDO PRA COMUNIDADE 🏠🏠🏠 AAAAAAAAH 🗣🗣🗣 GANHOU MAIS DE 40 MIL 💸💸💸 JAYB…,0
6,2021-05-13 22:59:40,"desaparezco a leer un au pq no me dan bola, jyp oppar les ama https://t.co/DxsotjiTgr",0
7,2021-05-13 22:59:39,"RT @byeongkwankim96: 140824 `◡´ JYP 11th Audition
|#ACE • #에이스 • @official_ace7 | https://t.co/aEgLTH1CzR",0
8,2021-05-13 22:59:38,@technoxenses la de q está m word y jyp trata de ocultarlo con lo del hiatus ???,0
10,2021-05-13 22:59:32,"RT @jjjjjjjeab: “ก็อตเซเวนไม่ได้แยกวงนะครับ เราแค่เปลี่ยนค่าย"" 

""และยังคงไปกินข้าวที่โรงอาหารของ JYP ได้อยู่ตลอด เพราะมีคูปองตลอดชีวิตไว้ใ…",0
17,2021-05-12 04:19:44,"RT @ConhecendoGrupo: ៹֗ ꗃִ • 𝐃𝐀𝐘𝟔 • ִ ꗃ ֗៹

Day6 (em hangul: 데이식스) é uma banda sul- coreana formada pela JYP Entertainment.
Inicialmente, a…",0
11,2021-05-13 22:59:15,e me choca ela ser da jyp https://t.co/lgDChJOLVJ,0
12,2021-05-13 22:59:09,BTOB Minhyuk...Well Minhyuk being Minhyuk as always. Having experienced in handling his mischievous 5 little brothe… https://t.co/WGpp37bpna,0
13,2021-05-13 22:59:06,"@CukyMello @Sabrina_agha_s3 @ohmamamai_yg Se sabe que a jyp le gusta el porno jajaja broma, dejen de sexualizar el… https://t.co/5p408xGHi9",0
14,2021-05-13 22:58:57,RT @mmm_150_: 아... jyp 소속 아니랄까봐 https://t.co/el0PCcYrz3,0
15,2021-05-12 04:20:00,"RT @ajummabakorea: การย้ายออกจากค่ายที่เป็นตำนาน สถานการณ์ปัจจุบันของก็อตเซเว่นที่เปลี่ยนค่าย from JYP
เจบีที่เซ็นสัญญากับ H1GHR music เป็น…",0
16,2021-05-12 04:19:54,RT @yamyummy: รุ้งไปมาทุกม็อบไม่ติดโควิด ออกจากเรือนจำ ไปตรวจปุ๊ป ติดโควิด ให้ว่าไง สุขอนามัยในคุก,0
35,2021-05-12 04:19:10,RT @SANZTARS: hongjoong na jyp parecendo criança quando vai pro zoológico na excursão da escola https://t.co/affKvyNVR3,0
37,2021-05-12 04:19:09,"RT @BTOBMelody95: ทำไมไม่มีใครบอกพี่มินฮยอก บีทูบี กันเลยว่า
จะใส่ธีมดำ 55555 ปกติพี่มินอยู่กับบีทูบีพี่ก็เป็น
คนเดียวที่ใส่ชุดไม่เข้าธีมกั…",0
77,2021-05-12 04:17:21,JYP needs to start treating chaer as the main dancer she is,0
68,2021-05-12 04:17:51,"RT @coconutverbena: new milestone for Jaebeom!
 
2009 - jyp audition 
Jan 2012 - acting debut Dream High 2 
May 2012 - JJ Project debut 
Ja…",0
59,2021-05-12 04:18:06,"RT @powerfullwitch_: lo dije y volveré a decir, surround vibes de la reina del flow es la jyp de la música urbana.",0
60,2021-05-12 04:18:02,"RT @Defgr8: อกซ.หลายคนเต๊าะ JPARK ceo ค่าย AOMG, H1GHR แล้วแบบ อกซ. ไม่ไปเต๊าะ CEO ค่าย JYP บ้างหรอ??? 55555555555555555555555 🤢",0
62,2021-05-12 04:17:59,"RT @YUNH0E: hongjoong and minhyuk came together to go to the jyp cafe,, they're the cutest 🥺 https://t.co/alsK05HoOb",0
63,2021-05-12 04:17:58,"RT @chanieelix: It’s been 76 days without hyunjin. DID YOU HEAR THAT...... 76 FUCKING DAYS😭 JYP IM GONNA KILL YOU 

#JYPE_Bring_Hyunjin_Bac…",0
64,2021-05-12 04:17:55,"RT @Hesty_sss: mau nyari mutualan lagi dehh, smoga ga flop..
mencari mutual stay / jyp stan. yg gak suka war ya!! , lewat? help rt / like t…",0
66,2021-05-12 04:17:53,RT @reravare: โปส H1GHR            VS            โปสทีมสอง(JYP) https://t.co/kus1vmf1bo,0
69,2021-05-12 04:17:50,@justhwng jyp?,0
57,2021-05-12 04:18:16,"RT @YUNH0E: hongjoong and minhyuk came together to go to the jyp cafe,, they're the cutest 🥺 https://t.co/alsK05HoOb",0
70,2021-05-12 04:17:49,itzy pfvr tô implorando taca fogo na jyp e de combo no criador do zepeto,0
71,2021-05-12 04:17:47,"RT @chanxvoid: os 3racha convenceram o minhyuk é o hongjoong de que pra fazer fazer pedido na cafeteira da jyp precisava ser cantando, entã…",0
72,2021-05-12 04:17:40,"RT @BTOBMelody95: ทำไมไม่มีใครบอกพี่มินฮยอก บีทูบี กันเลยว่า
จะใส่ธีมดำ 55555 ปกติพี่มินอยู่กับบีทูบีพี่ก็เป็น
คนเดียวที่ใส่ชุดไม่เข้าธีมกั…",0
73,2021-05-12 04:17:35,"RT @twicech0: JYP엔터테인먼트에 따르면 신곡은 시원한 여름 분위기에 어울리는 곡으로 최근 제주도에서 뮤직비디오 촬영을 마쳤다. 
순차적으로 공개한 티저 이미지에서도 다채로운 색감의 과일과 칵테일을 통해 트와이스만의 통통 튀는 매력을 강조…",0
74,2021-05-12 04:17:32,RT @baambloo: The anti jyp sunbaes https://t.co/0lrDTFcbx1,0
76,2021-05-12 04:17:23,"RT @ajummabakorea: การย้ายออกจากค่ายที่เป็นตำนาน สถานการณ์ปัจจุบันของก็อตเซเว่นที่เปลี่ยนค่าย from JYP
เจบีที่เซ็นสัญญากับ H1GHR music เป็น…",0
58,2021-05-12 04:18:15,"RT @chanxvoid: os 3racha convenceram o minhyuk é o hongjoong de que pra fazer fazer pedido na cafeteira da jyp precisava ser cantando, entã…",0
56,2021-05-12 04:18:17,"RT @ajummabakorea: การย้ายออกจากค่ายที่เป็นตำนาน สถานการณ์ปัจจุบันของก็อตเซเว่นที่เปลี่ยนค่าย from JYP
เจบีที่เซ็นสัญญากับ H1GHR music เป็น…",0
38,2021-05-12 04:19:08,CL dulunya adalah trainee JYP dan berbagi asrama dengan So Hee. Dikatakan bahwa dia sangat dekat dengan Ye Eun dan So Hee.,0
46,2021-05-12 04:18:43,"RT @shindonggevn: lmao sriracaha met minhyuk and hongjoong in jyp's cafe and they said ""you need to sing while ordering here"" so minhyuk an…",0
39,2021-05-12 04:19:07,"RT @StrayKidsPL: 🔎| @Stray_Kids dołączyli do #BTS, #Seventeen oraz #EXO, będąc jedynymi męskimi grupami k-popowymi, które osiągnęły 1,3 mil…",0
41,2021-05-12 04:19:00,"RT @ajummabakorea: การย้ายออกจากค่ายที่เป็นตำนาน สถานการณ์ปัจจุบันของก็อตเซเว่นที่เปลี่ยนค่าย from JYP
เจบีที่เซ็นสัญญากับ H1GHR music เป็น…",0
42,2021-05-12 04:19:00,"RT @YUNH0E: hongjoong and minhyuk came together to go to the jyp cafe,, they're the cutest 🥺 https://t.co/alsK05HoOb",0
43,2021-05-12 04:18:58,"RT @chanxvoid: os 3racha convenceram o minhyuk é o hongjoong de que pra fazer fazer pedido na cafeteira da jyp precisava ser cantando, entã…",0
44,2021-05-12 04:18:54,"RT @YUNH0E: hongjoong and minhyuk came together to go to the jyp cafe,, they're the cutest 🥺 https://t.co/alsK05HoOb",0
45,2021-05-12 04:18:44,"RT @BTOBMelody95: ทำไมไม่มีใครบอกพี่มินฮยอก บีทูบี กันเลยว่า
จะใส่ธีมดำ 55555 ปกติพี่มินอยู่กับบีทูบีพี่ก็เป็น
คนเดียวที่ใส่ชุดไม่เข้าธีมกั…",0
47,2021-05-12 04:18:42,RT @baambloo: The anti jyp sunbaes https://t.co/0lrDTFcbx1,0
